File No,Team 1,Team 1 Runs,Team 1 Wickets,Team 2,Team 2 Runs,Team 2 Wickets,Gender,Season,Date,Series,Competition,Match Number,Venue,City,Neutral Venue,Toss Winner,Toss Decision,Player of Match,Umpire 1,Umpire 2,Reserve Umpire,TV Umpire,Match Referee,Winner,Outcome,Winner Runs,Winner Wickets,Method
885959.csv,Zimbabwe,255,6,India,251,7,male,2015,2015/07/10,India in Zimbabwe ODI Series,,1,Harare Sports Club,,,Zimbabwe,field,AT Rayudu,SD Fry,RB Tiffin,TJ Matibiri,L Rusere,RS Mahanama,India,,4,,
415274.csv,Pakistan,133,10,West Indies,134,5,male,2009/10,2009/09/23,,ICC Champions Trophy,2,New Wanderers Stadium,Johannesburg,true,West Indies,bat,Umar Akmal,SJ Davis,DJ Harper,BF Bowden,SJA Taufel,J Srinath,Pakistan,,,5,
446963.csv,Australia,230,10,England,184,10,male,2010/11,2011/01/21,England in Australia ODI Series,,2,Bellerive Oval,Hobart,,England,field,SE Marsh,AL Hill,PR Reiffel,SD Fry,BF Bowden,J Srinath,Australia,,46,,
238173.csv,Bangladesh,195,10,Australia,196,6,male,2005/06,2006/04/23,Australia in Bangladesh ODI Series,,1,Chittagong Divisional Stadium,,,Bangladesh,bat,AC Gilchrist,IL Howell,Mahbubur Rahman,,Nadir Shah,JJ Crowe,Australia,,,4,
798369.csv,England,238,9,Australia,240,6,female,2015,2015/07/21,Women's Ashes,"""ICC Women's Championship",1,County Ground,Taunton,,Australia,bat,NR Sciver,SJ O'Shaughnessy,AG Wharf,S Redfern,MJ Saggers,DT Jukes,England,,,4,
293077.csv,India,226,6,South Africa,227,4,male,2007,2007/06/29,,Future Cup,2,"""Civil Service Cricket Club",Belfast,true,India,field,SR Tendulkar,MR Benson,BF Bowden,CA McElwee,Aleem Dar,AG Hurst,India,,,6,
239917.csv,West Indies,245,9,India,248,6,male,2006,2006/05/23,India in West Indies ODI Series,,3,"""Warner Park",St Kitts,,India,bat,RR Sarwan,Asad Rauf,SA Bucknor,,BR Doctrove,BC Broad,West Indies,,,4,
573026.csv,Australia,274,5,West Indies,257,10,male,2012/13,2013/02/10,West Indies in Australia ODI Series,,5,Melbourne Cricket Ground,,,West Indies,field,AC Voges,Asad Rauf,PR Reiffel,SD Fry,NJ Llong,RS Madugalle,Australia,,17,,
518959.csv,Australia,269,8,India,270,6,male,2011/12,2012/02/12,,Commonwealth Bank Series,4,Adelaide Oval,,,Australia,bat,G Gambhir,NJ Llong,PR Reiffel,,BNJ Oxenford,AJ Pycroft,India,,,4,
350049.csv,England,176,10,Australia,177,6,male,2009,2009/09/20,NatWest Series,,7,Riverside Ground,Chester-le-Street,,England,field,GP Swann,Asad Rauf,NJ Llong,RK Illingworth,PJ Hartley,RS Mahanama,England,,,4,
1062512.csv,Bermuda,269,8,Denmark,225,8,male,2016/17,2016/11/05,,ICC World Cricket League Division Four,,"""Wright Cricket Field",Los Angeles,true,Denmark,bat,T Bharaj,A Kapa,JM Williams,Iftikhar Ali,,D Govindjee,Denmark,,44,,
576410.csv,Denmark,173,10,Singapore,174,6,male,2012,2012/09/06,,ICC World Cricket League Division Four,,Bayuemas Oval,Kuala Lumpur,true,Denmark,bat,M Arora,V Kalidas,AK Rana,N Sivan,,DT Jukes,Singapore,,,4,
456668.csv,Sri Lanka,299,8,India,225,10,male,2010,2010/08/28,,Sri Lanka Triangular Series,,Rangiri Dambulla International Stadium,,,Sri Lanka,bat,TM Dilshan,Asad Rauf,EAR de Silva,SH Sarathkumara,TH Wijewardene,AG Hurst,Sri Lanka,,74,,
1019975.csv,New Zealand,251,10,Bangladesh,184,10,male,2016/17,2016/12/29,Bangladesh in New Zealand ODI Series,,2,Saxton Oval,Nelson,,Bangladesh,field,NT Broom,CM Brown,PR Reiffel,WR Knights,C Shamshuddin,BC Broad,New Zealand,,67,,
736445.csv,Australia,327,7,South Africa,328,3,male,2014,2014/08/27,,Zimbabwe Triangular Series,2,Harare Sports Club,,true,South Africa,field,AB de Villiers,IJ Gould,RB Tiffin,TJ Matibiri,O Chirombe,J Srinath,South Africa,,,7,
423794.csv,New Zealand,238,10,Australia,202,4,male,2009/10,2010/03/11,Chappell-Hadlee Trophy,,4,Eden Park,Auckland,,Australia,field,CL White,Asad Rauf,GAV Baxter,EA Watkin,CB Gaffaney,RS Madugalle,Australia,,,6,D/L
1034821.csv,India,381,6,England,366,8,male,2016/17,2017/01/19,England in India ODI Series,,2,Barabati Stadium,Cuttack,,England,field,Yuvraj Singh,AK Chaudhary,RSA Palliyaguruge,Nitin Menon,HDPK Dharmasena,AJ Pycroft,India,,15,,
247482.csv,South Africa,209,10,Sri Lanka,212,9,male,2006/07,2007/03/28,,ICC World Cup,26,Providence Stadium,Guyana,true,Sri Lanka,bat,"2    CK Langeveldt, SL Malinga
dtype: object",SA Bucknor,DJ Harper,SJA Taufel,MR Benson,JJ Crowe,South Africa,,,1,
1089526.csv,South Africa,113,10,Zimbabwe,114,3,female,2017,2017/05/15,Women's Quadrangular Series (in South Africa),,7,North-West University No1 Ground,Potchefstroom,,Zimbabwe,bat,S Ismail,A Jacobs,BP Jele,,,D Govindjee,South Africa,,,7,
749797.csv,New Zealand,369,5,Pakistan,250,10,male,2014/15,2015/02/03,Pakistan in New Zealand ODI Series,,2,McLean Park,Napier,,New Zealand,bat,KS Williamson,RJ Tucker,DJ Walker,PD Jones,MA Gough,J Srinath,New Zealand,,119,,
422626.csv,Bangladesh,186,10,Zimbabwe,189,5,male,2009/10,2009/10/27,Zimbabwe in Bangladesh ODI Series,,1,Shere Bangla National Stadium,Mirpur,,Zimbabwe,field,E Chigumbura,Aleem Dar,Nadir Shah,Anisur Rahman,Enamul Haque,RS Madugalle,Zimbabwe,,,5,
247488.csv,Ireland,152,8,South Africa,165,3,male,2006/07,2007/04/03,,ICC World Cup,32,Providence Stadium,Guyana,true,South Africa,field,JH Kallis,DJ Harper,SJA Taufel,BR Doctrove,MR Benson,RS Madugalle,South Africa,,,7,D/L
736453.csv,Zimbabwe,271,6,South Africa,208,10,male,2014,2014/09/04,,Zimbabwe Triangular Series,6,Harare Sports Club,,,Zimbabwe,field,F du Plessis,Aleem Dar,TJ Matibiri,L Rusere,O Chirombe,J Srinath,South Africa,,63,,
518970.csv,Australia,231,10,Sri Lanka,215,10,male,2011/12,2012/03/08,,Commonwealth Bank Series,3,Adelaide Oval,,,Sri Lanka,field,CJ McKay,Asad Rauf,BNJ Oxenford,AP Ward,SD Fry,BC Broad,Australia,,16,,
601612.csv,Ireland,266,5,Pakistan,275,5,male,2013,2013/05/23,Pakistan in Ireland ODI Series,,1,Clontarf Cricket Club Ground,Dublin,,Pakistan,bat,KJ O'Brien,IJ Gould,RP Smith,L Fourie,,JJ Crowe,,tie,,,D/L
914211.csv,New Zealand,276,8,Sri Lanka,277,2,male,2015/16,2015/12/31,Sri Lanka in New Zealand ODI Series,,3,Saxton Oval,Nelson,,New Zealand,bat,MD Gunathilaka,BF Bowden,MA Gough,DJ Walker,RK Illingworth,AJ Pycroft,Sri Lanka,,,8,
225250.csv,England,257,9,Sri Lanka,237,9,male,2006,2006/06/17,NatWest Series,,1,Lord's,London,,England,field,WU Tharanga,DB Hair,NJ Llong,,IJ Gould,CH Lloyd,Sri Lanka,,20,,
415283.csv,Australia,205,6,Pakistan,206,8,male,2009/10,2009/09/30,,ICC Champions Trophy,11,SuperSport Park,Centurion,true,Australia,field,MEK Hussey,BF Bowden,AL Hill,Asad Rauf,IJ Gould,J Srinath,Australia,,,2,
247477.csv,West Indies,183,8,Ireland,190,2,male,2006/07,2007/03/23,,ICC World Cup,21,"""Sabina Park",Jamaica,,Ireland,bat,S Chanderpaul,BF Bowden,IJ Gould,SJA Taufel,BG Jerling,RS Mahanama,West Indies,,,8,D/L
872483.csv,India,118,10,New Zealand,121,1,female,2015,2015/07/08,New Zealand Women in India ODI Series,,5,M Chinnaswamy Stadium,Bangalore,,New Zealand,bat,,S Das,UL Dubey,YC Barde,S Shankar,GF Labrooy,India,,,9,
573018.csv,Australia,247,5,Sri Lanka,215,10,male,2012/13,2013/01/23,Sri Lanka in Australia ODI Series,,5,Bellerive Oval,Hobart,,Sri Lanka,field,PJ Hughes,SD Fry,RA Kettleborough,JD Ward,M Erasmus,J Srinath,Australia,,32,,
377313.csv,West Indies,339,6,India,319,10,male,2009,2009/06/26,India in West Indies ODI Series,,1,"""Sabina Park",Jamaica,,India,bat,Yuvraj Singh,NJ Llong,NA Malcolm,C Fletcher,CE Mack,BC Broad,India,,20,,
946547.csv,England,378,5,Pakistan,166,10,female,2016,2016/06/22,Pakistan Women in England ODI Series,"""ICC Women's Championship",2,"""County Ground",Worcester,,Pakistan,field,"2    TT Beaumont, L Winfield
dtype: object",DJ Millns,AG Wharf,S Redfern,MJ Saggers,DT Jukes,England,,212,,
589308.csv,India,227,6,Pakistan,228,4,male,2012/13,2012/12/30,Pakistan in India ODI Series,,1,"""MA Chidambaram Stadium",Chennai,,Pakistan,field,MS Dhoni,BF Bowden,S Ravi,CK Nandan,S Asnani,RS Mahanama,Pakistan,,,6,
297803.csv,India,294,6,Pakistan,248,10,male,2007/08,2007/11/11,Pakistan in India ODI Series,,3,Green Park,Kanpur,,Pakistan,field,Yuvraj Singh,IJ Gould,AM Saheba,I Shivram,SL Shastri,RS Mahanama,India,,46,,
656471.csv,New Zealand,288,7,Bangladesh,290,7,male,2014/15,2015/03/13,,ICC Cricket World Cup,37,Seddon Park,Hamilton,,New Zealand,field,MJ Guptill,HDPK Dharmasena,RA Kettleborough,JD Cloete,NJ Llong,BC Broad,New Zealand,,,3,
325581.csv,Ireland,303,8,Zimbabwe,147,10,male,2008/09,2008/10/17,,Tri-Nation Tournament in Kenya,1,Gymkhana Club Ground,Nairobi,true,Zimbabwe,bat,,M Erasmus,RB Tiffin,NN Dave,,RS Mahanama,Zimbabwe,,156,,
628086.csv,Bermuda,106,10,Nepal,107,2,male,2013,2013/05/01,,ICC World Cricket League Division Three,,"""Lords",Bermuda,,Nepal,field,P Khadka,RK Illingworth,V Kalidas,S Taylor,,DT Jukes,Nepal,,,8,
527680.csv,South Africa,315,6,England,219,10,female,2011/12,2011/10/23,England Women in South Africa ODI Series,,2,Senwes Park,Potchefstroom,,South Africa,field,CM Edwards,R Ellis,LB Gcuma,CD Isaacs,,D Govindjee,England,,96,,
1144517.csv,South Africa,203,10,Sri Lanka,206,1,male,2019,2019/06/28,,World Cup,35,Riverside Ground,Chester-le-Street,,South Africa,field,D Pretorius,RJ Tucker,S Ravi,PR Reiffel,BNJ Oxenford,DC Boon,South Africa,,,9,
817211.csv,Bangladesh,168,9,South Africa,170,1,male,2015,2015/07/15,South Africa in Bangladesh ODI Series,,3,Zahur Ahmed Chowdhury Stadium,Chittagong,,South Africa,bat,Soumya Sarkar,MA Gough,Sharfuddoula,Enamul Haque,RK Illingworth,DC Boon,Bangladesh,,,9,D/L
895811.csv,Australia,295,6,India,296,7,male,2015/16,2016/01/17,India in Australia ODI Series,,3,Melbourne Cricket Ground,,,Australia,field,GJ Maxwell,SD Fry,RA Kettleborough,AJ Barrow,MD Martell,JJ Crowe,Australia,,,3,
656483.csv,South Africa,133,10,Sri Lanka,134,1,male,2014/15,2015/03/18,,ICC Cricket World Cup,,Sydney Cricket Ground,,true,Sri Lanka,bat,Imran Tahir,NJ Llong,RJ Tucker,BNJ Oxenford,RA Kettleborough,DC Boon,South Africa,,,9,
594909.csv,New Zealand,207,9,West Indies,159,10,female,2012/13,2013/02/11,,ICC Women's World Cup,18,Brabourne Stadium,Mumbai,true,New Zealand,field,A Mohammed,VA Kulkarni,Shahul Hameed,BB Pradhan,RSA Palliyaguruge,DT Jukes,West Indies,,48,,
226381.csv,Australia,218,8,Sri Lanka,219,5,male,2005/06,2006/01/26,VB Series,,7,Adelaide Oval,,,Sri Lanka,bat,A Symonds,Aleem Dar,SJ Davis,,RL Parry,JJ Crowe,Australia,,,5,
386533.csv,Sri Lanka,332,5,India,265,10,male,2008/09,2009/02/05,India in Sri Lanka ODI Series,,4,R Premadasa Stadium,Colombo,,India,bat,G Gambhir,HDPK Dharmasena,BG Jerling,MSK Nandiweera,MG Silva,BC Broad,India,,67,,
997965.csv,Ireland,229,7,Afghanistan,150,10,male,2016,2016/07/17,Afghanistan in Ireland ODI Series,,4,"""Civil Service Cricket Club",Belfast,,Afghanistan,bat,,AJ Neill,C Shamshuddin,R Black,,DT Jukes,Afghanistan,,79,,
1007653.csv,Zimbabwe,123,10,India,126,0,male,2016,2016/06/15,India in Zimbabwe ODI Series,,3,Harare Sports Club,,,Zimbabwe,bat,KL Rahul,IJ Gould,TJ Matibiri,O Chirombe,L Rusere,RB Richardson,India,,,10,
300437.csv,New Zealand,130,10,England,131,4,male,2007/08,2008/02/09,England in New Zealand ODI Series,,1,Westpac Stadium,Wellington,,England,bat,SB Styris,Asad Rauf,GAV Baxter,EA Watkin,BF Bowden,AG Hurst,New Zealand,,,6,
374060.csv,Pakistan,232,10,West Indies,208,10,male,2008/09,2008/11/14,Pakistan v West Indies ODI Series,,2,Sheikh Zayed Stadium,Abu Dhabi,true,Pakistan,bat,Sohail Tanvir,SJ Davis,DJ Harper,,MR Benson,MJ Procter,Pakistan,,24,,
915779.csv,Sri Lanka,214,10,West Indies,225,2,male,2015/16,2015/11/04,West Indies in Sri Lanka ODI Series,,2,R Premadasa Stadium,Colombo,,West Indies,bat,MDKJ Perera,REJ Martinesz,RJ Tucker,RR Wimalasiri,MA Gough,DC Boon,Sri Lanka,,,8,D/L
317581.csv,Zimbabwe,232,9,West Indies,234,5,male,2007/08,2007/12/07,West Indies in Zimbabwe ODI Series,,4,Queens Sports Club,Bulawayo,,West Indies,field,JE Taylor,BG Jerling,RB Tiffin,,KC Barbour,BC Broad,West Indies,,,5,
1068731.csv,Hong Kong,330,7,Netherlands,325,9,male,2016/17,2017/02/16,,"""ICC World Cricket League Championship",33,"""Mission Road Ground",Hong Kong,,Netherlands,bat,MJG Rippon,BB Pradhan,IA Thomson,Tabarak Dar,,D Govindjee,Netherlands,,5,,
579743.csv,Bhutan,203,8,Japan,144,10,male,2012,2012/09/17,,ICC World Cricket League Division Eight,,Faleata Oval No 3,Apia,true,Japan,bat,A Patmore,G Clelland,L Oala,,,SR Bernard,Japan,,60,,D/L
282689.csv,Bangladesh,284,8,India,238,9,male,2007,2007/05/12,India in Bangladesh ODI Series,,2,Shere Bangla National Stadium,Mirpur,,India,bat,G Gambhir,EAR de Silva,Enamul Haque,Syed Mahabubullah,AFM Akhtaruddin,RS Mahanama,India,,46,,
433580.csv,Canada,198,10,Kenya,199,5,male,2010/11,2011/03/07,,ICC Cricket World Cup,23,Feroz Shah Kotla,Delhi,true,Kenya,bat,H Osinde,Asad Rauf,BR Doctrove,SJ Davis,BNJ Oxenford,RS Madugalle,Canada,,,5,
1062500.csv,Bermuda,173,9,Oman,174,6,male,2016/17,2016/10/30,,ICC World Cricket League Division Four,,"""Severn Cricket Field",Los Angeles,true,Oman,field,Jatinder Singh,Akbar Ali,L Oala,C Young,,D Govindjee,Oman,,,4,
350478.csv,South Africa,131,10,Australia,132,3,male,2008/09,2009/04/05,Australia in South Africa ODI Series,,2,SuperSport Park,Centurion,,Australia,bat,WD Parnell,EAR de Silva,BG Jerling,ZTA Ndamane,RE Koertzen,RS Madugalle,South Africa,,,7,
1026851.csv,Hong Kong,244,7,Papua New Guinea,181,3,male,2016/17,2016/11/08,Papua New Guinea in Hong Kong ODI Series,,3,"""Mission Road Ground",Hong Kong,,Papua New Guinea,bat,Anshuman Rath,Sharfuddoula,IA Thomson,Z Nizami,,GF Labrooy,Hong Kong,,,7,D/L
249236.csv,England,205,9,New Zealand,206,7,male,2006/07,2007/01/16,,Commonwealth Bank Series,3,Bellerive Oval,Hobart,true,New Zealand,bat,A Flintoff,Asad Rauf,SJ Davis,BJ Muir,DJ Harper,RS Madugalle,England,,,3,
754755.csv,Australia,303,8,England,304,7,male,2014/15,2015/01/23,Carlton Mid One-Day International Tri-Series,,4,Bellerive Oval,Hobart,,Australia,field,SPD Smith,M Erasmus,SD Fry,,JD Ward,AJ Pycroft,Australia,,,3,
567371.csv,South Africa,234,9,Pakistan,236,7,male,2012/13,2013/03/21,Pakistan in South Africa ODI Series,,4,Kingsmead,Durban,,South Africa,bat,Misbah-ul-Haq,HDPK Dharmasena,S George,M Erasmus,BF Bowden,AJ Pycroft,Pakistan,,,3,
627007.csv,England,156,6,Pakistan,157,4,female,2013,2013/07/03,Pakistan Women in England ODI Series,,2,Haslegrave Ground,Loughborough,,Pakistan,bat,NR Sciver,RJ Bailey,SJ O'Shaughnessy,,,DT Jukes,England,,,6,
319144.csv,West Indies,213,5,Australia,140,8,male,2008,2008/06/27,Australia in West Indies ODI Series,,2,"""National Cricket Stadium",Grenada,,Australia,bat,MJ Clarke,Asad Rauf,NA Malcolm,CR Duncan,BR Doctrove,RS Mahanama,Australia,,63,,D/L
667641.csv,New Zealand,292,7,India,268,10,male,2013/14,2014/01/19,India in New Zealand ODI Series,,1,McLean Park,Napier,,India,field,CJ Anderson,RJ Tucker,DJ Walker,GAV Baxter,CB Gaffaney,DC Boon,New Zealand,,24,,
385751.csv,Pakistan,309,5,Sri Lanka,75,10,male,2008/09,2009/01/24,Sri Lanka in Pakistan ODI Series,,3,Gaddafi Stadium,Lahore,,Sri Lanka,bat,TM Dilshan,Asad Rauf,NJ Llong,,Nadeem Ghauri,BC Broad,Sri Lanka,,234,,
343736.csv,Sri Lanka,227,6,India,103,10,male,2008,2008/08/29,India in Sri Lanka ODI Series,,5,R Premadasa Stadium,Colombo,,Sri Lanka,bat,KMDN Kulasekara,BR Doctrove,TH Wijewardene,WA Senanayake,MG Silva,BC Broad,Sri Lanka,,112,,D/L
754809.csv,Australia,240,8,West Indies,241,7,female,2014/15,2014/11/11,West Indies Women in Australia ODI Series,"""ICC Women's Championship",13,Hurstville Oval,Sydney,,Australia,field,SR Taylor,PJ Gillespie,AK Wilds,,D Taylor,SR Bernard,Australia,,,3,
351690.csv,Australia,225,5,New Zealand,226,4,male,2008/09,2009/02/06,Chappell-Hadlee Trophy,,2,Melbourne Cricket Ground,,,New Zealand,field,MJ Clarke,SA Bucknor,PR Reiffel,GC Joshua,RJ Tucker,RS Mahanama,New Zealand,,,6,
527681.csv,South Africa,181,9,England,183,5,female,2011/12,2011/10/25,England Women in South Africa ODI Series,,3,Senwes Park,Potchefstroom,,England,field,HC Knight,LB Gcuma,CD Isaacs,R Ellis,,D Govindjee,England,,,5,
567370.csv,South Africa,343,5,Pakistan,309,10,male,2012/13,2013/03/17,Pakistan in South Africa ODI Series,,3,New Wanderers Stadium,Johannesburg,,Pakistan,field,"2    HM Amla, AB de Villiers
dtype: object",BF Bowden,S George,AT Holdstock,HDPK Dharmasena,AJ Pycroft,South Africa,,34,,
798371.csv,England,259,6,Australia,196,10,female,2015,2015/07/23,Women's Ashes,"""ICC Women's Championship",2,County Ground,Bristol,,England,field,MM Lanning,SJ O'Shaughnessy,MJ Saggers,Alison Smith,AG Wharf,DT Jukes,Australia,,63,,
521219.csv,India,237,10,England,238,2,male,2011/12,2011/10/17,England in India ODI Series,,2,Feroz Shah Kotla,Delhi,,England,bat,V Kohli,BF Bowden,SK Tarapore,VA Kulkarni,S Asnani,RS Mahanama,India,,,8,
979821.csv,Nigeria,220,6,Oman,39,10,male,2016,2016/05/22,,ICC World Cricket League Division Five,,FB Fields,St Clement,true,Nigeria,field,AV Lalcheta,AJT Dowdalls,S Redfern,JM Williams,,DT Jukes,Oman,,181,,
587473.csv,Bangladesh,227,10,West Indies,228,6,male,2012/13,2012/12/05,West Indies in Bangladesh ODI Series,,3,Shere Bangla National Stadium,Mirpur,,West Indies,field,MN Samuels,Enamul Haque,REJ Martinesz,Gazi Sohel,Anisur Rahman,AJ Pycroft,West Indies,,,4,
250670.csv,South Africa,245,8,Pakistan,0,0,male,2006/07,2007/02/09,Pakistan in South Africa ODI Series,,3,St George's Park,Port Elizabeth,,Pakistan,bat,,SA Bucknor,RE Koertzen,M Erasmus,BG Jerling,BC Broad,,no result,,,
736511.csv,Hong Kong,157,10,United Arab Emirates,158,8,male,2014,2014/05/04,,Asian Cricket Council Premier League,8,Kinrara Academy Oval,Kuala Lumpur,true,United Arab Emirates,field,Mohammad Shahzad (2),BB Pradhan,Sarika Prasad,B Ramani,,GF Labrooy,United Arab Emirates,,,2,
473927.csv,New Zealand,268,9,Pakistan,227,10,male,2010/11,2011/02/03,Pakistan in New Zealand ODI Series,,5,Seddon Park,Hamilton,,New Zealand,field,Ahmed Shehzad,SJ Davis,AL Hill,BF Bowden,CB Gaffaney,AG Hurst,Pakistan,,41,,
914215.csv,New Zealand,294,5,Sri Lanka,258,10,male,2015/16,2016/01/05,Sri Lanka in New Zealand ODI Series,,5,Bay Oval,Mount Maunganui,,Sri Lanka,field,MJ Henry,BF Bowden,MA Gough,PD Jones,RK Illingworth,AJ Pycroft,New Zealand,,36,,
386534.csv,Sri Lanka,320,8,India,252,10,male,2008/09,2009/02/08,India in Sri Lanka ODI Series,,5,R Premadasa Stadium,Colombo,,Sri Lanka,bat,KC Sangakkara,BG Jerling,TH Wijewardene,RD Kottahachchi,HDPK Dharmasena,BC Broad,Sri Lanka,,68,,
812785.csv,Canada,257,6,Kenya,211,10,male,2014/15,2015/01/18,,ICC World Cricket League Division Two,,Affies Park,Windhoek,true,Canada,bat,NS Dhaliwal,AK Chaudhary,S George,C Thorburn,,D Govindjee,Canada,,46,,
426391.csv,England,277,7,Australia,235,10,male,2010,2010/07/03,NatWest Series,,5,Lord's,London,,Australia,bat,SW Tait,Aleem Dar,NJ Llong,RK Illingworth,RA Kettleborough,J Srinath,Australia,,42,,
452147.csv,India,242,10,Sri Lanka,243,3,male,2010,2010/05/30,,Zimbabwe Triangular Series,2,Queens Sports Club,Bulawayo,true,India,field,RG Sharma,BG Jerling,RB Tiffin,C Phiri,O Chirombe,JJ Crowe,India,,,7,
1144488.csv,England,348,8,Pakistan,334,9,male,2019,2019/06/03,,World Cup,6,Trent Bridge,Nottingham,,England,field,Mohammad Hafeez,M Erasmus,S Ravi,CB Gaffaney,RSA Palliyaguruge,JJ Crowe,Pakistan,,14,,
860277.csv,Sri Lanka,368,4,Pakistan,203,10,male,2015,2015/07/26,Pakistan in Sri Lanka ODI Series,,5,"""Mahinda Rajapaksa International Cricket Stadium",Hambantota,,Sri Lanka,bat,MDKJ Perera,IJ Gould,REJ Martinesz,RR Wimalasiri,RJ Tucker,J Srinath,Sri Lanka,,165,,
1144526.csv,India,264,7,Sri Lanka,265,3,male,2019,2019/07/06,,World Cup,44,Headingley,Leeds,,Sri Lanka,bat,RG Sharma,P Wilson,IJ Gould,NJ Llong,CB Gaffaney,BC Broad,India,,,7,
656407.csv,Ireland,304,7,West Indies,307,6,male,2014/15,2015/02/16,,ICC Cricket World Cup,5,Saxton Oval,Nelson,true,Ireland,field,PR Stirling,RK Illingworth,BNJ Oxenford,JD Cloete,CB Gaffaney,BC Broad,Ireland,,,4,
455236.csv,Sri Lanka,209,10,India,211,3,male,2010,2010/06/22,,Asia Cup,6,Rangiri Dambulla International Stadium,,,Sri Lanka,field,MF Maharoof,BF Bowden,BNJ Oxenford,PG Liyanage,Sharfuddoula,AJ Pycroft,Sri Lanka,,,7,
514027.csv,South Africa,222,6,Australia,227,7,male,2011/12,2011/10/28,Australia in South Africa ODI Series,,3,Kingsmead,Durban,,South Africa,bat,SR Watson,JD Cloete,IJ Gould,S George,RA Kettleborough,J Srinath,Australia,,,3,
656459.csv,New Zealand,186,10,Afghanistan,188,4,male,2014/15,2015/03/08,,ICC Cricket World Cup,31,McLean Park,Napier,,Afghanistan,bat,DL Vettori,JD Cloete,M Erasmus,RJ Tucker,SJ Davis,DC Boon,New Zealand,,,6,
722687.csv,Nigeria,225,9,Tanzania,229,7,male,2013/14,2014/03/13,,ICC World Cricket League Division Five,,Royal Selangor Club,Kuala Lumpur,true,Nigeria,bat,OJ Bejide,R D'Mello,A Kapa,Shafizan Shahriman,,GF Labrooy,Tanzania,,,3,
433584.csv,Ireland,275,10,West Indies,231,10,male,2010/11,2011/03/11,,ICC Cricket World Cup,27,"""Punjab Cricket Association Stadium",Chandigarh,true,Ireland,field,KA Pollard,EAR de Silva,SK Tarapore,SJ Davis,BNJ Oxenford,RS Mahanama,West Indies,,44,,
1144518.csv,Afghanistan,227,9,Pakistan,230,7,male,2019,2019/06/29,,World Cup,36,Headingley,Leeds,,Afghanistan,bat,Imad Wasim,P Wilson,NJ Llong,IJ Gould,CB Gaffaney,BC Broad,Pakistan,,,3,
483126.csv,Ireland,201,8,England,117,8,male,2011,2011/08/25,,,,Clontarf Cricket Club Ground,Dublin,,Ireland,field,EJG Morgan,SJ Davis,M Hawthorne,J Andrews,RJ Bailey,DT Jukes,England,,11,,D/L
385750.csv,Pakistan,290,8,Sri Lanka,161,10,male,2008/09,2009/01/21,Sri Lanka in Pakistan ODI Series,,2,National Stadium,Karachi,,Pakistan,field,TM Dilshan,Asad Rauf,NJ Llong,Rasheed Bhatti,,BC Broad,Sri Lanka,,129,,
754813.csv,Australia,220,8,West Indies,222,2,female,2014/15,2014/11/16,West Indies Women in Australia ODI Series,"""ICC Women's Championship",15,Bradman Oval,Bowral,,West Indies,bat,MM Lanning,PJ Gillespie,AK Wilds,,,DJ Harper,Australia,,,8,
749795.csv,New Zealand,210,10,Pakistan,213,3,male,2014/15,2015/01/31,Pakistan in New Zealand ODI Series,,1,Westpac Stadium,Wellington,,New Zealand,field,GD Elliott,CB Gaffaney,MA Gough,DJ Walker,RJ Tucker,J Srinath,New Zealand,,,7,
226382.csv,Australia,233,8,Sri Lanka,237,4,male,2005/06,2006/01/29,VB Series,,8,Western Australia Cricket Association Ground,Perth,,Sri Lanka,bat,AC Gilchrist,MR Benson,PD Parker,,RL Parry,JJ Crowe,Australia,,,6,
